Sulfate	sulfate[s]
Riboflavin	riboflavin[s]
Folate	folate[s]
Pantothenate	pantothenate[s]
Niacinamide	nicotinamide[s]
Choline	choline[s]
Phosphate	Pi[s]
Albumin	albumin[s]
AGPC	sn-glycerol-3-PC[s]
Urea	urea[s]
Amonia	NH3[s]
Lactate	L-lactate[s]
Glucose	glucose[s]
Pyruvate	pyruvate[s]
Alanine	alanine[s]
Arginine	arginine[s]
Asparagine	asparagine[s]
Aspartic acid	aspartate[s]
Cystine	cystine[s]
Glutamic acid	glutamate[s]
Glutamine	glutamine[s]
Glycine	glycine[s]
Histidine	histidine[s]
Iso-leucine	isoleucine[s]
Leucine	leucine[s]
Lysine	lysine[s]
Methionine	methionine[s]
Ornithine	ornithine[s]
Phenylalanine	phenylalanine[s]
Serine	serine[s]
Taurine	taurine[s]
Threonine	threonine[s]
Tryptophan	tryptophan[s]
Tyrosine	tyrosine[s]
Valine	valine[s]
Proline	proline[s]
Pyroglutamate	5-oxoproline[s]
Growth	biomass[s]